['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x83313021182114576083931001181035136411910', '0x1654366039', '申联生物', '730146LCBBRPNT6', '申华控股', '736375XKYS179X2', '2020-11-06 10:45:44', '普通发票', '19.03%', 774, 35158, 35932, 1, 4, '2kg', 1604630744275537600, '0x68181011681101512610119']
['0x1341512853116411410120415791151115331410948', '0x9375087198', '晶华新材', '735238QU5746C17', '飞乐音响', '7301833GPSWEYF3', '2020-11-06 10:45:44', '普通发票', '10.22%', 825, 99909, 100734, 3, 4, '7kg', 1604630744275537600, '0x1086091305923687127']
['0x721531112814121324141014714831213051313513131301412', '0x0949916423', '泰胜风能', '7329333SBDVNC8X', '同达创业', '7387993UQY50UAX', '2020-11-06 10:45:44', '普通发票', '18.56%', 953, 74479, 75432, 4, 3, '5kg', 1604630744275537600, '0x11171412104815121469103']
['0x1111121131596910944480411575141161014021379', '0x7119795556', '东方财富', '7373367NFM873UX', '紫江企业', '735474V8WSKU8M0', '2020-11-06 10:45:44', '专业发票', '13.96%', 778, 31721, 32499, 3, 1, '1kg', 1604630744276041400, '0x2470291001181517722']
['0x46941426711215130101580713525581513610134', '0x5205293893', 'ST创兴', '7355809WB7KEIF3', '上海银行', '738717X6KKTAO3X', '2020-11-06 10:45:44', '普通发票', '14.0%', 767, 94769, 95536, 1, 3, '5kg', 1604630744276065700, '0x941375707860346125']
['0x143111210131005134158131111412544642118159103', '0x0306042174', '纳尔股份', '7369379YTKT4QD1', '至正股份', '7336385JAOIHBB0', '2020-11-06 10:45:44', '专业发票', '17.26%', 574, 43801, 44375, 3, 4, '4kg', 1604630744276065700, '0x54971351551361571137']
['0x397128111470921231531124589181511015388615', '0x1581980200', '海立股份', '734075SM23UXDT4', 'ST中安', '737455LFIPCUEE4', '2020-11-06 10:45:44', '增值税发票', '19.19%', 740, 59676, 60416, 1, 1, '4kg', 1604630744276065700, '0x10112156111581451515740']
['0x5141526811135127401513128118408292361144', '0x1531521355', '透景生命', '736446KTH55TKQ3', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:44', '普通发票', '13.63%', 427, 84609, 85036, 1, 3, '6kg', 1604630744276065700, '0x19115769055877151214']
['0x1615850414108714112711331425101514153611145413', '0x0762957668', '永冠新材', '732606QA6Y4MCP0', '东风科技', '732092XSIJJUCW6', '2020-11-06 10:45:44', '专业发票', '11.32%', 767, 14092, 14859, 3, 3, '8kg', 1604630744276065700, '0x21224596101314108811313']
['0x108614213949151113142364135115963148357864', '0x5550602930', '海得控制', '736059BSIW8FX25', '安信信托', '730117JGDPQ0IC8', '2020-11-06 10:45:44', '普通发票', '12.67%', 125, 71401, 71526, 3, 2, '6kg', 1604630744276065700, '0x4888815312158471431413']
['0x12129314491103121335101371491230878461515131', '0x5839080858', '华域汽车', '736195P9OS45392', '华铭智能', '732727TKKEQGR27', '2020-11-06 10:45:44', '增值税发票', '14.14%', 470, 17029, 17499, 2, 3, '4kg', 1604630744276065700, '0x12926972131115110351215']
['0x4026111661515962106913583831215610237614', '0x6148177421', '华培动力', '7350244DDXJMB98', '证券简称', '736763JRERB3H54', '2020-11-06 10:45:44', '增值税发票', '11.09%', 602, 91692, 92294, 1, 3, '4kg', 1604630744276065700, '0x141113273023715121561111']
['0x9153111215934111541313090141214142106210749614', '0x0726686718', '康德莱', '736309QM2GOYVD5', '日播时尚', '737677E8S3MAXTX', '2020-11-06 10:45:44', '增值税发票', '15.65%', 274, 89261, 89535, 4, 4, '6kg', 1604630744276573000, '0x575131111212610121311111014']
['0x8146101301109681452710601511126139101071011579', '0x9178680324', '中国海诚', '739272L15GREYJ8', '大众公用', '739273VWKQNT3VX', '2020-11-06 10:45:44', '增值税发票', '13.34%', 768, 43494, 44262, 3, 1, '8kg', 1604630744276573000, '0x71115871214281107111592']
['0x4153955281415412565611271507999800134114', '0x9344545459', '上实发展', '735615U0QXPTMP6', '科泰电源', '7334375PVF7SOV9', '2020-11-06 10:45:44', '普通发票', '19.89%', 492, 41434, 41926, 1, 1, '3kg', 1604630744276573000, '0x6111317143691046117142']
['0x0141941411147315108941321232423141410386176', '0x3709084549', '爱建集团', '731914A97V77CU6', '海通证券', '734316Y2KXBNEDX', '2020-11-06 10:45:44', '增值税发票', '18.66%', 404, 32995, 33399, 3, 3, '2kg', 1604630744276573000, '0x53014131277010107155133']
['0x79410615775974691098310012213915341212166', '0x5252694915', '欧普照明', '732181O2IWRQ7P1', '广电电气', '732351UJVO5BYI7', '2020-11-06 10:45:44', '增值税发票', '16.35%', 634, 87447, 88081, 2, 4, '10kg', 1604630744276573000, '0x6111371113483131095485']
['0x1321312551571584135031107987111109589136314', '0x3349090901', '上海天洋', '733441WIOMYM9S4', '东方财富', '7373367NFM873UX', '2020-11-06 10:45:44', '增值税发票', '17.81%', 546, 68627, 69173, 2, 3, '8kg', 1604630744276573000, '0x1352331397897911380']
['0x121101211154117110310615120060671215130315110', '0x7785686773', '华东电脑', '736559JEEJJU3B7', 'ST运盛', '73292259D8HIEYX', '2020-11-06 10:45:44', '增值税发票', '16.5%', 167, 20865, 21032, 3, 1, '6kg', 1604630744276573000, '0x6115151001043321501410']
['0x8122711717810191421215843850137812131477154', '0x9913634751', '剑桥科技', '730572JDQHTPX05', '天永智能', '735398PI8IM35V2', '2020-11-06 10:45:44', '增值税发票', '16.71%', 1052, 93164, 94216, 3, 1, '1kg', 1604630744276573000, '0x036871001110801461117']
['0x1201226151022627258811112513815611101427141', '0x6469695233', '荣泰健康', '738436M2RVGKFIX', '上海机场', '736805HWF9QNNC5', '2020-11-06 10:45:44', '普通发票', '13.71%', 156, 21373, 21529, 1, 1, '8kg', 1604630744276573000, '0x86315372700132147612']
['0x1364146146123254121013106014774145135382952', '0x9954362268', '申联生物', '730146LCBBRPNT6', '市北高新', '734297CCHAGU0A2', '2020-11-06 10:45:44', '增值税发票', '17.26%', 684, 59911, 60595, 3, 3, '3kg', 1604630744276573000, '0x83691010101583110212']
['0x0894895413147694134091046148141311059637', '0x2810734570', '天海防务', '735895GTW8V03F9', '至纯科技', '730833CX5DIKC40', '2020-11-06 10:45:44', '专业发票', '18.62%', 559, 44855, 45414, 3, 4, '6kg', 1604630744276573000, '0x87131215271514111241113115']
['0x12441514605121015515131280137212117815154612', '0x5716870918', '安信信托', '730117JGDPQ0IC8', '中远海科', '7308634W22HY8N6', '2020-11-06 10:45:44', '增值税发票', '12.26%', 105, 80433, 80538, 2, 3, '2kg', 1604630744276573000, '0x16111310431431794238']
['0x0139931113727941411540901315159151311114567', '0x7000431580', 'ST中安', '737455LFIPCUEE4', '移远通信', '739295PWHU3CYB2', '2020-11-06 10:45:44', '增值税发票', '14.06%', 802, 94778, 95580, 1, 1, '9kg', 1604630744276573000, '0x531127511913391121135']
['0x1014513993113101433131510101428256910157710613', '0x8453207652', '华鑫股份', '739063KTAA7OHO7', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:44', '普通发票', '16.6%', 798, 45034, 45832, 1, 1, '10kg', 1604630744276573000, '0x81013211139811014125121313']
['0x03614420111081310709718515111461523115083', '0x9753542736', '北特科技', '7331264G7YJI7B9', '三爱富', '731154VB73S8NY0', '2020-11-06 10:45:44', '专业发票', '10.83%', 1076, 34935, 36011, 2, 4, '7kg', 1604630744276573000, '0x871164131346011273129']
['0x21085851131151311910101510413789407715341114', '0x9921100790', '澜起科技', '7365513E7BVS5P8', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:44', '普通发票', '16.01%', 1087, 91359, 92446, 2, 3, '8kg', 1604630744276573000, '0x778814051015321532128']
['0x11473779149146015956111253121501531115101015101', '0x0579754861', '安诺其', '7398825GAOGR6R5', '水星家纺', '737158JDC38B944', '2020-11-06 10:45:44', '普通发票', '17.92%', 434, 34313, 34747, 3, 4, '6kg', 1604630744277579600, '0x1171461011150101309912']
['0x135105111413911611510327112101315121164912127', '0x3142637883', '纳尔股份', '7369379YTKT4QD1', '新华传媒', '7396682JSLTBNH8', '2020-11-06 10:45:44', '专业发票', '11.38%', 1053, 73033, 74086, 4, 3, '1kg', 1604630744277579600, '0x63110131513915588391310']
['0x61013940689608141215151311691027150577323', '0x1706002384', '百联股份', '733459OUGAJ3EC1', '上海三毛', '735105XB25JAT55', '2020-11-06 10:45:44', '专业发票', '10.12%', 353, 69015, 69368, 4, 3, '11kg', 1604630744277579600, '0x1051242351511714011121212']
['0x69214101290300141571113510151514271141171334130', '0x6329774108', '豫园股份', '731065Y3GK86NS1', '华鑫股份', '739063KTAA7OHO7', '2020-11-06 10:45:44', '普通发票', '10.45%', 641, 52587, 53228, 1, 3, '3kg', 1604630744277579600, '0x513014012530210461566']
['0x14109510301467751031581346121361515610132015', '0x6725602945', '百润股份', '735114V6OYDWAJX', '中曼石油', '738369IQBCPQ8Y3', '2020-11-06 10:45:44', '增值税发票', '13.37%', 686, 93242, 93928, 1, 1, '6kg', 1604630744277579600, '0x47641541230921413711']
['0x744228659493913154841515251521401439011', '0x5870020597', '移为通信', '739030WXYQWLBF3', '海立股份', '734075SM23UXDT4', '2020-11-06 10:45:44', '增值税发票', '10.09%', 191, 36441, 36632, 1, 2, '8kg', 1604630744277579600, '0x1112912118614814151212111']
['0x101111311110991112614141110513121321021081118412', '0x0645843326', '威尔泰', '739185FCFOYGHBX', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:44', '普通发票', '10.45%', 502, 62948, 63450, 2, 1, '11kg', 1604630744277579600, '0x7047311414012151273122']
['0x1077314012662101051010141051342121215158466514', '0x6187579141', '上海家化', '737825I51MLRB77', '美凯龙', '7366025TH7FY4I7', '2020-11-06 10:45:44', '专业发票', '19.27%', 725, 109851, 110576, 1, 2, '8kg', 1604630744277579600, '0x414100474186110143413']
['0x711413313121145915015151115713661310151221414742', '0x8172372961', '摩恩电气', '735324TP9IO6X53', '岱美股份', '7377832LFXY42B8', '2020-11-06 10:45:44', '专业发票', '17.28%', 789, 59396, 60185, 1, 4, '10kg', 1604630744277579600, '0x158341014117113119112']
['0x137241211102012104141401294141412781348515217', '0x6954144798', '联明股份', '7357429TSAEJXD6', '思源电气', '73994732QUV1XE0', '2020-11-06 10:45:44', '专业发票', '13.67%', 779, 79076, 79855, 1, 1, '11kg', 1604630744277579600, '0x1237216138921481541515']
['0x146010814131504061171019121111691527110010158', '0x5804940186', '彤程新材', '731981CVVT1FH75', '隧道股份', '7332763RDE6X229', '2020-11-06 10:45:44', '普通发票', '19.17%', 999, 43002, 44001, 4, 3, '4kg', 1604630744277579600, '0x9312107150112377109112']
['0x141456111475158101206713100675101713139315185', '0x8623506335', 'ST毅达', '736531RDEPB2K05', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:44', '专业发票', '10.09%', 551, 61717, 62268, 4, 2, '5kg', 1604630744277579600, '0x10271511441515153121015109']
['0x352315612952151212791114042131013155250535', '0x0883950466', '科博达', '734084BYDM98AE7', '金安国纪', '738111YSESAJP22', '2020-11-06 10:45:44', '增值税发票', '10.32%', 425, 32679, 33104, 4, 1, '3kg', 1604630744277579600, '0x617131511415132401197']
['0x11211212131401141005121041221411221215657541214', '0x6380658689', '开创国际', '730359CMXQXO4D9', '中视传媒', '7332881UDWYQ6G5', '2020-11-06 10:45:44', '增值税发票', '17.37%', 730, 93809, 94539, 3, 2, '10kg', 1604630744277579600, '0x1492112011413209124515']
['0x13531451314657912213119142301011238482813', '0x3210484730', '天玑科技', '739093RODNBA4U7', '华谊集团', '734111DBL850569', '2020-11-06 10:45:44', '普通发票', '13.6%', 140, 90622, 90762, 2, 3, '2kg', 1604630744277579600, '0x11132121012218314145610']
['0x141012114012915947101511269915012911514411615138', '0x0252797351', '中远海科', '7308634W22HY8N6', '爱建集团', '731914A97V77CU6', '2020-11-06 10:45:44', '专业发票', '17.65%', 363, 46716, 47079, 1, 2, '4kg', 1604630744277579600, '0x25348210813141610815']
['0x57315103641412941079141131012129314818417', '0x3851493234', '古鳌科技', '735089TDWX0TW69', 'ST沪科', '737385Q2XESW4N3', '2020-11-06 10:45:44', '普通发票', '15.05%', 813, 39857, 40670, 3, 4, '11kg', 1604630744277579600, '0x121283714771012516311']
['0x91512674914140118101413141336101159114812121301514', '0x9034879890', '上港集团', '730093PMES3ICQ8', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '专业发票', '19.9%', 393, 18650, 19043, 1, 1, '6kg', 1604630744278579500, '0x31021081414356151335514']
['0x150141577054990115106051518141310400612415', '0x8102215360', '柘中股份', '737417TS3T23JK9', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:44', '增值税发票', '15.61%', 540, 27881, 28421, 4, 3, '10kg', 1604630744278579500, '0x51181146105010261561314']
['0x721057140451213479611415088146010130101112011', '0x4969157678', '上海九百', '731115X7YEW5BL0', '华谊集团', '734111DBL850569', '2020-11-06 10:45:44', '增值税发票', '11.66%', 681, 60472, 61153, 1, 1, '7kg', 1604630744278579500, '0x815140051281161011112612']
['0x5982913111401157551078012131153048012139410', '0x5435258716', '澜起科技', '7365513E7BVS5P8', '华贸物流', '733646088UMTNG8', '2020-11-06 10:45:44', '普通发票', '18.61%', 1067, 91119, 92186, 4, 3, '9kg', 1604630744278579500, '0x8361558211075013077']
['0x412121205491112170271551028141559151211691161', '0x6421771934', '市北高新', '734297CCHAGU0A2', '新世界', '735041XLVYVCLT7', '2020-11-06 10:45:44', '专业发票', '11.96%', 1075, 35315, 36390, 2, 1, '7kg', 1604630744278579500, '0x215126215712681215011012']
['0x048612674124065110643612401515901810812', '0x5471771238', '开能健康', '732671A9RD43Q7X', '乐鑫科技', '7377029EIXPJ8A0', '2020-11-06 10:45:44', '专业发票', '16.64%', 1015, 49041, 50056, 3, 3, '10kg', 1604630744278579500, '0x51401222795100061002']
['0x214213101157468144435151210921314615148385', '0x8598166732', '安集科技', '737989QKUG99X21', '北特科技', '7331264G7YJI7B9', '2020-11-06 10:45:44', '专业发票', '11.88%', 597, 71159, 71756, 3, 2, '10kg', 1604630744278579500, '0x124121361108914715713103']
['0x140515153135131181492131573122062982451120', '0x7791830442', '光明地产', '734710V7233GV56', '光大嘉宝', '730415FUU5METM0', '2020-11-06 10:45:44', '专业发票', '15.33%', 591, 16864, 17455, 4, 1, '11kg', 1604630744278579500, '0x6141050111710096861']
['0x2935814159886191215014124111591018313129457', '0x6180227530', '上海三毛', '735105XB25JAT55', '百润股份', '735114V6OYDWAJX', '2020-11-06 10:45:44', '增值税发票', '17.86%', 365, 44053, 44418, 1, 1, '1kg', 1604630744278579500, '0x10151211110815159141214026']
['0x1110014612611710119131139116414111421548811912102', '0x8728972125', '古鳌科技', '735089TDWX0TW69', '至纯科技', '730833CX5DIKC40', '2020-11-06 10:45:44', '普通发票', '14.14%', 345, 45451, 45796, 3, 2, '10kg', 1604630744278579500, '0x119133631127214131513105']
['0x37228154111310320012420448514128401415', '0x7732350222', '数据港', '73940845KXTQ7M8', '密尔克卫', '7397406M1NT7QR0', '2020-11-06 10:45:44', '专业发票', '19.55%', 890, 58279, 59169, 4, 1, '1kg', 1604630744278579500, '0x9111395727683839143']
['0x09031389131515156311215401080057615449674', '0x9063402641', '中路股份', '731720LJNC238Y3', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:44', '普通发票', '18.88%', 1071, 79735, 80806, 2, 2, '10kg', 1604630744278579500, '0x14111251381248111421014134']
['0x515111014159871599915601011000212137671513132', '0x9268244552', '绿地控股', '733334NWC4DL569', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '专业发票', '10.27%', 810, 104212, 105022, 2, 4, '1kg', 1604630744278579500, '0x12311614131406148441414']
['0x5410134070791579116113414121514611151421102103', '0x2144844202', '招商轮船', '736591EPX2ELQE9', '上海临港', '733845U5RN6RSK5', '2020-11-06 10:45:44', '专业发票', '12.45%', 771, 106345, 107116, 1, 3, '4kg', 1604630744278579500, '0x9410006137615791412513']
['0x911631411513134071015721446812151111213728', '0x2688296903', '信息发展', '732897N308J4BK4', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:44', '普通发票', '13.11%', 1091, 106377, 107468, 3, 4, '6kg', 1604630744278579500, '0x611830911131306015438']
['0x1371061315113151413101020856263101530471413215', '0x8806079468', '三湘印象', '7387169WWD894R7', '彤程新材', '731981CVVT1FH75', '2020-11-06 10:45:44', '增值税发票', '11.94%', 179, 105390, 105569, 1, 2, '5kg', 1604630744278579500, '0x58124811571151511431415']
['0x31280101293113515121411131079213961347043153', '0x8856786114', '申联生物', '730146LCBBRPNT6', 'ST沪科', '737385Q2XESW4N3', '2020-11-06 10:45:44', '普通发票', '13.33%', 231, 101663, 101894, 2, 1, '4kg', 1604630744279578900, '0x0990131311714214126111512']
['0x140113215101574154111121501411131112024101597913', '0x0221801672', '日播时尚', '737677E8S3MAXTX', '鸣志电器', '734506A7QUSWDN4', '2020-11-06 10:45:44', '专业发票', '18.78%', 1066, 47425, 48491, 1, 4, '4kg', 1604630744279578900, '0x3143614121351225412156']
['0x44132601311581583812631010131281143923811510', '0x0098490459', '大众公用', '739273VWKQNT3VX', '协鑫集成', '73665460YTH5UA1', '2020-11-06 10:45:44', '普通发票', '16.32%', 947, 68018, 68965, 4, 3, '1kg', 1604630744279578900, '0x119115151306057131001314']
['0x1214104865814413101202791514615115310147580103', '0x4431457229', '安硕信息', '739758Q85U0J5T6', '上汽集团', '739487RMLNASKP9', '2020-11-06 10:45:44', '普通发票', '12.95%', 390, 32293, 32683, 2, 2, '10kg', 1604630744279578900, '0x6441314128131147228013']
['0x21157114664128150521512415015213581128381113', '0x5075528052', '上实发展', '735615U0QXPTMP6', 'ST富控', '73114966NG61T88', '2020-11-06 10:45:44', '普通发票', '18.32%', 184, 48320, 48504, 2, 3, '7kg', 1604630744279578900, '0x1310813125253261421082']
['0x114671312115296093464611013814101312101111214', '0x5992140985', '上海雅仕', '730489Y87PHI0G5', '康达新材', '7391739NQT6ROD9', '2020-11-06 10:45:44', '专业发票', '18.75%', 1025, 66467, 67492, 1, 1, '11kg', 1604630744279578900, '0x13152111124612476461512']
