['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x12687151511127151277810123611153281515111214610', '0x6638018641', '耀皮玻璃', '73145750J4TIA14', '宏达矿业', '734030770NJEHB8', '2020-11-06 10:45:43', '普通发票', '16.7%', 848, 105642, 106490, 2, 3, '8kg', 1604630743947439000, '0x476567128112581261315']
['0x1137121071356984105141414121521061013213107814810', '0x0544941230', '汉得信息', '735830YQTWOXGO3', '新华传媒', '7396682JSLTBNH8', '2020-11-06 10:45:43', '增值税发票', '12.39%', 557, 47501, 48058, 2, 3, '11kg', 1604630743947439000, '0x615831162905941410142']
['0x153101591512203813515713811513313111151211184', '0x6922275585', '新黄浦', '733850EXAHMGYJ1', '上海洗霸', '730623QPOXS2QF0', '2020-11-06 10:45:43', '增值税发票', '17.84%', 1053, 80519, 81572, 4, 3, '3kg', 1604630743947439000, '0x6313849985431536154']
['0x00111711151104932311270591149911210579152', '0x1783244102', '元祖股份', '737965JLDF6SY40', '金枫酒业', '735047TV94IS5I8', '2020-11-06 10:45:43', '普通发票', '15.63%', 733, 27370, 28103, 2, 1, '5kg', 1604630743947439000, '0x15211570059291142712']
['0x727011510117131135579810134600151340121515913', '0x8711180790', '上实发展', '735615U0QXPTMP6', '申通地铁', '730357EIH33KLVX', '2020-11-06 10:45:43', '专业发票', '11.14%', 162, 39964, 40126, 3, 2, '6kg', 1604630743947439000, '0x1070101131414110537285']
['0x1051111321128614102151212159281121413111451281412', '0x0918498877', '安信信托', '730117JGDPQ0IC8', '新时达', '739237HU7DLFS01', '2020-11-06 10:45:43', '普通发票', '12.32%', 871, 72263, 73134, 3, 2, '1kg', 1604630743947439000, '0x151136101112053312997']
['0x4151135960113691371931512809411213148009', '0x4258983101', '宝钢股份', '734934Y73NDRUN3', '上海亚虹', '730749V2MF4FUD7', '2020-11-06 10:45:43', '专业发票', '19.75%', 750, 17339, 18089, 4, 3, '6kg', 1604630743947439000, '0x011141413138152251262814']
['0x91591181391351814106101461228901138013126111', '0x2224245722', '春秋航空', '7378857IBHDI7R8', '至正股份', '7336385JAOIHBB0', '2020-11-06 10:45:43', '增值税发票', '19.61%', 1084, 63420, 64504, 1, 4, '11kg', 1604630743947439000, '0x031409102821101014130']
['0x05713579791015714121415140127011137104118151060', '0x2577154916', '复星医药', '731896L35F0EW76', '大众交通', '733492JTWEWF2Y1', '2020-11-06 10:45:43', '增值税发票', '14.96%', 1031, 102714, 103745, 3, 1, '1kg', 1604630743947439000, '0x1112100215197109111131011']
['0x15111510105510101135142160346635611414114121414', '0x5181078002', '力盛赛车', '7319402V7M3FSN4', '招商轮船', '736591EPX2ELQE9', '2020-11-06 10:45:43', '专业发票', '15.7%', 960, 66577, 67537, 3, 4, '3kg', 1604630743947439000, '0x04101112513145106151411105']
['0x127482151315121001151455148714131009111183151213', '0x0530963427', '澜起科技', '7365513E7BVS5P8', 'ST运盛', '73292259D8HIEYX', '2020-11-06 10:45:43', '增值税发票', '17.18%', 712, 33101, 33813, 1, 3, '5kg', 1604630743947439000, '0x11106121611812610121211113']
['0x73412603151315711598900301143116580131512', '0x6079249165', '海立股份', '734075SM23UXDT4', '绿地控股', '733334NWC4DL569', '2020-11-06 10:45:43', '专业发票', '13.99%', 614, 56143, 56757, 4, 2, '4kg', 1604630743947439000, '0x3147105437111331051305']
['0x80412135134453670122991322033111161089103', '0x3106195974', '矩子科技', '731234LM4MKOAQ1', '春秋航空', '7378857IBHDI7R8', '2020-11-06 10:45:43', '专业发票', '14.29%', 431, 26263, 26694, 2, 2, '1kg', 1604630743947439000, '0x15013141311514493111371014']
['0x131122110133481111521123771145612121165966', '0x2039906444', '豫园股份', '731065Y3GK86NS1', '陆家嘴', '734250N6QT428U7', '2020-11-06 10:45:43', '专业发票', '19.78%', 765, 50632, 51397, 1, 1, '6kg', 1604630743947439000, '0x91045461071728110615']
['0x2784414108147711117131548621040650113112013', '0x6906063984', '爱婴室', '7341497UIITXW01', '晨光文具', '732267ECFHFF431', '2020-11-06 10:45:43', '专业发票', '16.39%', 145, 108325, 108470, 1, 3, '2kg', 1604630743947439000, '0x408101313770711210815']
['0x0127010675381471410512141564117912546141015155', '0x2630104839', '悦心健康', '7342506SXUSOGI0', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:43', '专业发票', '17.27%', 561, 15586, 16147, 3, 4, '9kg', 1604630743947439000, '0x1311066414510611121351314']
['0x41004105410481371113381115141214061565813020', '0x1108373728', '聚辰股份', '7319047HA2DM8U0', '韦尔股份', '736468S7WQUKDC0', '2020-11-06 10:45:43', '专业发票', '13.81%', 1073, 99267, 100340, 1, 2, '2kg', 1604630743948446400, '0x014104130101336121584102']
['0x7479151131115651269461714951112325791151513', '0x4295922460', '摩恩电气', '735324TP9IO6X53', '华铭智能', '732727TKKEQGR27', '2020-11-06 10:45:43', '普通发票', '11.13%', 925, 78240, 79165, 3, 4, '3kg', 1604630743948446400, '0x15621410127136106131698']
['0x121274053104147136111410134137212714713112151410', '0x3063451875', '雅运股份', '7320064G5K6KY09', '康德莱', '736309QM2GOYVD5', '2020-11-06 10:45:43', '专业发票', '13.53%', 202, 21015, 21217, 4, 2, '8kg', 1604630743948446400, '0x61271215041211010114481']
['0x5924310071301221108800365010195153511', '0x9573961142', '雪榕生物', '739077CX5TMVOF3', '万达信息', '7324609HBLXQ8M9', '2020-11-06 10:45:43', '增值税发票', '18.15%', 291, 106568, 106859, 4, 1, '4kg', 1604630743948446400, '0x15611117314413416487']
['0x11011141477600212511141063830614610110121493', '0x8876954113', '上海石化', '73810463XNW9XX5', '飞凯材料', '734989THUOVL9R4', '2020-11-06 10:45:43', '普通发票', '11.3%', 657, 67894, 68551, 4, 4, '8kg', 1604630743948446400, '0x815261112121688043210']
['0x99113140310111571596512477171368993974129', '0x4392632948', '上柴股份', '730422AT9W1L2MX', '百润股份', '735114V6OYDWAJX', '2020-11-06 10:45:43', '普通发票', '19.65%', 863, 91179, 92042, 3, 2, '9kg', 1604630743948446400, '0x14119681168045510690']
['0x315812314140241213128315421113461078961715311', '0x8815655122', '徕木股份', '7373156T606ROC8', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:43', '增值税发票', '13.15%', 1096, 21703, 22799, 3, 2, '5kg', 1604630743948446400, '0x9310101501389146621237']
['0x214418141331014649326098114910453101167211', '0x7685532516', '荣丰控股', '737462HU9S9DTV8', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:43', '增值税发票', '19.68%', 631, 105215, 105846, 1, 2, '5kg', 1604630743948446400, '0x81091110313130151181301110']
['0x434931045130112910841101581301010813001110314', '0x9290887806', '姚记科技', '734450L20PON6EX', '上海瀚讯', '7388580KH1G8XC2', '2020-11-06 10:45:43', '专业发票', '12.47%', 414, 84348, 84762, 3, 2, '5kg', 1604630743948446400, '0x167113915912843011135']
['0x147132846813381441481018100876271112213', '0x7906392748', '永冠新材', '732606QA6Y4MCP0', '宝钢股份', '734934Y73NDRUN3', '2020-11-06 10:45:43', '普通发票', '19.95%', 305, 61675, 61980, 2, 1, '7kg', 1604630743948446400, '0x28106143149151204610014']
['0x038902841368921514931411562714881566665', '0x0215437457', '艾艾精工', '737554D5T4139J6', '东方财富', '7373367NFM873UX', '2020-11-06 10:45:43', '专业发票', '18.45%', 691, 83759, 84450, 3, 4, '6kg', 1604630743948446400, '0x110149804827810106119']
['0x21414725144881521431913133131161171312931311', '0x4351662844', '天玑科技', '739093RODNBA4U7', '交大昂立', '738418NJ1TLXDE7', '2020-11-06 10:45:43', '增值税发票', '18.53%', 440, 19381, 19821, 1, 2, '5kg', 1604630743948446400, '0x81271061121113141365153']
['0x91191104413531434111113914123141514727661431', '0x4161068391', '海欣股份', '735730MIQ0ALLJ4', '交大昂立', '738418NJ1TLXDE7', '2020-11-06 10:45:43', '普通发票', '17.96%', 923, 44048, 44971, 2, 4, '3kg', 1604630743948446400, '0x55995751010424710015']
['0x105304151310155667111321010256081302101469', '0x9640998373', '上海银行', '738717X6KKTAO3X', '亚士创能', '7383016GDI3XSU2', '2020-11-06 10:45:43', '专业发票', '11.71%', 327, 21469, 21796, 4, 2, '1kg', 1604630743948446400, '0x661010212151037128511510']
['0x154137613131513151215141472126787872011111749', '0x7576818485', '上海凤凰', '731126D8LAHXH10', '中曼石油', '738369IQBCPQ8Y3', '2020-11-06 10:45:43', '专业发票', '17.06%', 878, 24696, 25574, 2, 4, '4kg', 1604630743948446400, '0x3212215151588121213313148']
['0x9272951126111310921062411012316362251288', '0x4372819453', '城地股份', '737145NMSSW1CK1', '华谊集团', '734111DBL850569', '2020-11-06 10:45:43', '普通发票', '11.09%', 1081, 58301, 59382, 1, 3, '6kg', 1604630743948446400, '0x91141512111212001439941']
['0x11131378414121111131531583111181001171541120154515', '0x5352252593', '兰生股份', '736554N381OWVN8', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:43', '增值税发票', '11.81%', 789, 15868, 16657, 1, 1, '5kg', 1604630743949447500, '0x5102111384015136115534']
['0x1214131014138141391443527911104101511130101012415012', '0x6212796940', '沃施股份', '739108USVBJMV83', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:43', '增值税发票', '16.25%', 809, 87226, 88035, 4, 1, '5kg', 1604630743949447500, '0x1141311612238351310905']
['0x81525401298111332379715814497212129127612', '0x5873124083', '科华生物', '734551HGHYFPFA1', '吉祥航空', '733723T0KTPB7L7', '2020-11-06 10:45:43', '增值税发票', '14.41%', 661, 72355, 73016, 1, 3, '6kg', 1604630743949447500, '0x13761591460147150111214']
['0x71236313012813141492614141221398269713121327', '0x0649821320', '中远海科', '7308634W22HY8N6', '上海莱士', '738228RGSDL42H5', '2020-11-06 10:45:43', '增值税发票', '12.34%', 459, 15833, 16292, 1, 3, '7kg', 1604630743949447500, '0x119514367413812111411915']
['0x13063693267610849159313150112101541081561511', '0x3589035894', 'ST爱旭', '734249EH6KSNYS4', '中国太保', '7328842Q69Q0QJ1', '2020-11-06 10:45:43', '普通发票', '18.87%', 356, 64259, 64615, 3, 3, '2kg', 1604630743949447500, '0x0311110963111412114640']
['0x8111207967117213141501494131114615211015219', '0x4417506398', '紫江企业', '735474V8WSKU8M0', '华谊集团', '734111DBL850569', '2020-11-06 10:45:43', '普通发票', '12.58%', 304, 88541, 88845, 4, 1, '8kg', 1604630743949447500, '0x1241174284010324351']
['0x32229412101092151500111100144146101721226110', '0x7465223771', 'ST富控', '73114966NG61T88', '上海机场', '736805HWF9QNNC5', '2020-11-06 10:45:43', '普通发票', '15.57%', 1077, 89748, 90825, 2, 1, '4kg', 1604630743949447500, '0x13911661311371412488115']
['0x60113101033468100121175991211120115152489911', '0x0265225609', '氯碱化工', '733610M2DUADG00', '网宿科技', '7337180P2X6PUS6', '2020-11-06 10:45:43', '普通发票', '13.31%', 970, 105350, 106320, 1, 1, '6kg', 1604630743949447500, '0x38011132010141151587015']
['0x131414495211978513910715310781001121810111117', '0x9532948648', '中微公司', '731893EMEDQ7502', '美凯龙', '7366025TH7FY4I7', '2020-11-06 10:45:43', '增值税发票', '13.51%', 656, 34529, 35185, 2, 3, '5kg', 1604630743949447500, '0x5441431118261214131']
['0x1512111382211019134828150713141254515819913', '0x6924842554', '中国船舶', '7399465MHRXA5K5', '普利特', '733135P67MTGUG0', '2020-11-06 10:45:43', '普通发票', '15.14%', 811, 40659, 41470, 2, 1, '9kg', 1604630743949447500, '0x1441096215912191140101']
['0x22671011413163415511100159613107759150619', '0x6650173569', '康德莱', '736309QM2GOYVD5', '海立股份', '734075SM23UXDT4', '2020-11-06 10:45:43', '增值税发票', '12.5%', 1048, 11542, 12590, 1, 1, '7kg', 1604630743949447500, '0x78148145126811411979']
['0x141482781134218811139091091011535082010', '0x3013734058', '晨光文具', '732267ECFHFF431', '格尔软件', '7356204QBST0040', '2020-11-06 10:45:43', '普通发票', '17.11%', 197, 30689, 30886, 2, 1, '10kg', 1604630743949447500, '0x15339846126209137911']
['0x131126110942051475813631114129712412251561313', '0x2263954206', '国投资本', '733019TIKK775I8', '上海新阳', '730561WBXHCUJ4X', '2020-11-06 10:45:43', '专业发票', '14.68%', 284, 79057, 79341, 2, 2, '10kg', 1604630743949447500, '0x121018191582171512741']
['0x13532591113815134757133011133902212245152', '0x3097064187', '世茂股份', '739529HJRYA7T44', '飞乐音响', '7301833GPSWEYF3', '2020-11-06 10:45:43', '普通发票', '11.92%', 672, 78457, 79129, 3, 3, '3kg', 1604630743949447500, '0x5411714513412176107013']
['0x01537314146131259291282021014101221414151105153', '0x3614872902', '金力泰', '7317969P4JTFW20', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:43', '增值税发票', '16.41%', 837, 102804, 103641, 1, 4, '1kg', 1604630743949447500, '0x14111212961479299111458']
['0x93350111181211318771501371332211313104111184', '0x6733998068', '美凯龙', '7366025TH7FY4I7', '中华企业', '73915701H5QLXT6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 510, 70287, 70797, 2, 1, '7kg', 1604630743950446200, '0x1291131211149108114413910']
['0x04100159815101412133120133310213413131462714952', '0x2561960472', 'ST游久', '734494GFE9MASR1', '华域汽车', '736195P9OS45392', '2020-11-06 10:45:43', '增值税发票', '19.79%', 455, 57048, 57503, 3, 4, '3kg', 1604630743950446200, '0x101191367448570510141']
['0x36411915139118131144711051412111162140904131013', '0x5052898081', '科博达', '734084BYDM98AE7', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:43', '增值税发票', '10.29%', 957, 72502, 73459, 3, 2, '2kg', 1604630743950446200, '0x1415610254734105900']
['0x7813121351414147129612786315586971310201115', '0x3863251192', '上海电力', '738335WE7B8HYJ9', '飞凯材料', '734989THUOVL9R4', '2020-11-06 10:45:43', '普通发票', '12.18%', 802, 32274, 33076, 1, 2, '5kg', 1604630743950446200, '0x1012135152105121015337213']
['0x6056111112412485157151387311212103141410812', '0x0792900560', '城投控股', '730487GDYC4U1C5', '嘉麟杰', '733979FK8NVYNT3', '2020-11-06 10:45:43', '普通发票', '15.5%', 902, 25443, 26345, 2, 3, '4kg', 1604630743950446200, '0x981533013143671271610']
['0x6281015512159494111301010815700150212107315129', '0x9762488997', '柏楚电子', '7388021KSTN0P29', '思源电气', '73994732QUV1XE0', '2020-11-06 10:45:43', '普通发票', '14.19%', 517, 84446, 84963, 3, 4, '3kg', 1604630743950446200, '0x1311131054103115671110310']
['0x1218283351161291509413052624310138481130', '0x5632322889', '安科瑞', '738566C559JDY68', '汇纳科技', '739027AR27XJQ5X', '2020-11-06 10:45:43', '增值税发票', '18.48%', 680, 108122, 108802, 3, 3, '2kg', 1604630743950446200, '0x52565100231060131139']
['0x241011133327121537291123661010123101024911113', '0x0351368952', '威尔泰', '739185FCFOYGHBX', '晨光文具', '732267ECFHFF431', '2020-11-06 10:45:43', '普通发票', '13.27%', 535, 45837, 46372, 4, 2, '5kg', 1604630743950446200, '0x1272516012131110131041414']
['0x4121033814153943051041513441214046714109110', '0x7617675340', '百润股份', '735114V6OYDWAJX', '益民集团', '732763O7Y67XYV6', '2020-11-06 10:45:43', '增值税发票', '16.48%', 278, 97889, 98167, 3, 4, '1kg', 1604630743950446200, '0x1713961312144151398412']
['0x18121110121263141564106241014366110141169147110', '0x8797400004', 'ST沪科', '737385Q2XESW4N3', '汉钟精机', '731305KG24YXJG9', '2020-11-06 10:45:43', '专业发票', '15.64%', 276, 75340, 75616, 4, 1, '7kg', 1604630743950446200, '0x30021122014126105153']
['0x1181515190131010211111511046126106791361381511', '0x6867503995', 'ST中安', '737455LFIPCUEE4', '申联生物', '730146LCBBRPNT6', '2020-11-06 10:45:43', '专业发票', '15.07%', 813, 11589, 12402, 3, 1, '5kg', 1604630743950446200, '0x3712661238593715465']
['0x121411121321161296611748312612117381161310131096', '0x9130782544', '第一医药', '737108YSYJGYHQX', '妙可蓝多', '731558VRTFVT7F6', '2020-11-06 10:45:43', '增值税发票', '11.87%', 1031, 79967, 80998, 2, 3, '1kg', 1604630743950446200, '0x71314194134618133005']
['0x7110861047811560310121396141315804118111103', '0x8811215075', '荣丰控股', '737462HU9S9DTV8', '雪榕生物', '739077CX5TMVOF3', '2020-11-06 10:45:43', '增值税发票', '16.38%', 1002, 98492, 99494, 3, 2, '8kg', 1604630743950446200, '0x856151291312158429101']
['0x1415117191113141311511631103331561414871121456', '0x4425087489', '申能股份', '7348453LGJDBTX0', '申联生物', '730146LCBBRPNT6', '2020-11-06 10:45:43', '普通发票', '12.76%', 275, 30474, 30749, 4, 3, '7kg', 1604630743950446200, '0x312976614901209143108']
['0x42611360130120412156313156115717414104124', '0x9944656924', '科泰电源', '7334375PVF7SOV9', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:43', '普通发票', '14.38%', 795, 62488, 63283, 2, 3, '1kg', 1604630743950446200, '0x1450141171714101531111122']
['0x2515315128086105014294153615274715421011110', '0x9397092036', '上实发展', '735615U0QXPTMP6', '延华智能', '737055XVKT065P9', '2020-11-06 10:45:43', '增值税发票', '19.22%', 929, 95211, 96140, 2, 3, '8kg', 1604630743950446200, '0x1198808131110120141514']
['0x412000810501615541041501521051227111410483', '0x2857053665', '上海雅仕', '730489Y87PHI0G5', '置信电气', '7334654QCYJT384', '2020-11-06 10:45:43', '增值税发票', '11.9%', 679, 71118, 71797, 1, 2, '10kg', 1604630743951445300, '0x1179183321121710283']
['0x768490082151341361246315112131329848124911', '0x6029612955', '界龙实业', '737656V70L17144', '上海三毛', '735105XB25JAT55', '2020-11-06 10:45:43', '普通发票', '13.35%', 229, 11287, 11516, 4, 3, '6kg', 1604630743951445300, '0x141436115461181321051410']
['0x140141171513151421013929154010271192151578103', '0x5160137952', '宏达新材', '731090NISOL3SV0', '上海电气', '732454E9VPUAL76', '2020-11-06 10:45:43', '专业发票', '12.63%', 373, 103168, 103541, 2, 1, '7kg', 1604630743951445300, '0x042584315811131230105']
['0x465463108512127100913785513827113451613', '0x2648475564', '澜起科技', '7365513E7BVS5P8', '中远海发', '734338ULCG7TM33', '2020-11-06 10:45:43', '专业发票', '16.74%', 494, 55884, 56378, 2, 1, '7kg', 1604630743951445300, '0x7231305131581014105510']
